trial_index,block_index,block_trial,block_mu,block_sigma,trial_mu_deviation,trial_mu,trial_sigma,trial_mean,initial_ori,final_ori,rt
378,7,20,22,20,30,-8,10,-0.152854980093,257,337.8,3.00028675358
379,7,21,22,20,0,22,40,0.332303115161,257,5.1,4.11699063282
380,7,22,22,20,20,2,10,0.0302361204115,179,353.4,3.35045151615
381,7,23,22,20,0,22,40,0.312908386191,295,358.3,3.73364033072
382,7,24,22,20,30,-8,10,-0.151326439826,352,337.6,2.30035385392
383,7,25,22,20,-10,32,40,0.417667472839,283,342.9,2.15033313221
384,7,26,22,20,-30,52,40,0.98487535888,278,323.2,4.46698153216
385,7,27,22,20,0,22,40,0.282733411874,224,69.2,2.86695841077
386,7,28,22,20,0,22,40,0.509645353756,302,338.2,2.40033396228
387,7,29,22,20,-10,32,40,0.501409372627,139,33.3,3.46699270046
388,7,30,22,20,-10,32,10,0.559146148523,82,44.9,1.73360652398
389,7,31,22,20,20,2,40,0.0107080281004,257,318.3,2.78348474426
390,7,32,22,20,0,22,10,0.381549383687,183,50.5,2.83345110353
391,7,33,22,20,30,-8,10,-0.126033735369,298,346.2,3.53360344515
392,7,34,22,20,10,12,40,0.210019705793,201,345.7,2.53367166232
393,7,35,22,20,0,22,40,0.411289094023,89,353.7,0.983499595077
394,7,36,22,20,-20,42,10,0.726587705095,239,52.9,2.50032614447
395,7,37,22,20,-20,42,10,0.739557853196,83,46.5,1.80011705583
396,7,38,22,20,-10,32,40,0.504500930888,22,334.9,1.70026975966
397,7,39,22,20,10,12,40,0.35829220438,147,25.4,2.51698320741
398,7,40,22,20,-10,32,10,0.567431641558,143,43.7,3.00029067758
399,7,41,22,20,10,12,40,0.180299328792,253,33.7,2.23375246646
400,7,42,22,20,10,12,40,0.0661824631225,172,31.6,2.56678234407
401,7,43,22,20,20,2,10,0.0741025112878,225,0.599999999998,4.91685443996
402,7,44,22,20,40,-18,40,-0.278528317272,116,347.5,1.40028717617
403,7,45,22,20,0,22,40,0.35548083614,34,40.9,1.00010685344
404,7,46,22,20,-40,62,10,1.06581179759,25,72.0,1.35034315349
405,7,47,22,20,-40,62,10,1.07195423657,92,88.2,2.16695216256
406,7,48,22,20,-20,42,10,0.738310619745,245,46.9,2.21718897574
407,7,49,22,20,-10,32,40,0.526365042469,35,10,0.96701277321
